Player,Cost,Pos,OFF,TEC,STA,DEF,POW,SPD,Total,Special Skills,Red Positions,Series
Lahm,32,DF,726,853,762,788,554,819,4502,Elegant Cross + Chasing,LSB+DMF+RSB,5* (2014-15 Season1)
Suárez,32,FW,993,834,703,516,693,800,4539,Long Ranger + Trick Shot,CF,5* (2014-15 Season1)
Neuer,32,GK,495,941,548,1048,925,732,4689,The Sentinel + Quick Save,GK,5* (2014-15 Season1)
Robben,32,MF,992,874,395,536,762,992,4551,Bullet Shot + Speedster,LMF+RMF+RWG,5* (2014-15 Season1)
Sergio Ramos,31,DF,568,701,680,906,825,700,4380,Chasing + Aerial Duel,CB+RSB,5* (2014-15 Season1)
T. Silva,31,DF,469,552,695,999,845,778,4338,Chasing + Flamboyant Feed,CB,5* (2014-15 Season1)
Müller,31,FW,974,796,802,486,736,715,4509,Striker's Instinct + Stealth Pass,CF+OMF+RMF,5* (2014-15 Season1)
Neymar Jr,31,FW,991,956,527,482,531,931,4418,Trick Shot + Technician,LWG+CF,5* (2014-15 Season1)
Kun Agüero,31,FW,977,815,498,485,667,948,4390,Striker's Instinct + Speedster,LWG+CF,5* (2014-15 Season1)
Diego Costa,31,FW,980,591,625,476,957,736,4365,Unstoppable Header + Speedster,CF,5* (2014-15 Season1)
Toure Yaya,31,MF,768,680,708,704,888,736,4484,Long Ranger + Destroyer,OMF+DMF,5* (2014-15 Season1)
A. Iniesta,31,MF,965,962,677,529,657,689,4479,Stealth Pass + Technician,LWG+LMF+OMF,5* (2014-15 Season1)
Schweinsteiger,31,MF,753,723,713,730,845,693,4455,Killer Pass + Chasing,DMF+OMF+RMF,5* (2014-15 Season1)
Alonso,31,MF,778,993,611,702,683,669,4436,Stealth Pass + Flamboyant Feed,DMF,5* (2014-15 Season1)
Bale,31,MF,896,641,618,587,697,984,4423,Early Cross + Speed Dribble,LWG+LMF+OMF+RWG+RMF,5* (2014-15 Season1)
Rooney,30,FW,903,826,576,541,814,669,4329,Striker's Instinct + First Time Volley,CF+OMF,5* (2014-15 Season1)
V. Persie,30,FW,934,884,473,492,912,583,4278,Striker's Instinct + First Time Volley,LWG+CF,5* (2014-15 Season1)
Lewandowski,30,FW,979,794,556,435,754,720,4238,Striker's Instinct + Unstoppable Header,CF,5* (2014-15 Season1)
Buffon,30,GK,385,929,521,1024,899,660,4418,The Sentinel + Quick Save,GK,5* (2014-15 Season1)
Fábregas,30,MF,844,927,700,581,689,549,4290,Striker's Instinct + Stealth Pass,CF+OMF,5* (2014-15 Season1)
Di María,30,MF,941,800,547,487,520,986,4281,Early Cross + Speedster,LWG+LMF+OMF+RWG+RMF,5* (2014-15 Season1)
Gerrard,30,MF,721,739,614,705,933,563,4275,Block Buster + Aerial Duel,OMF+DMF,5* (2014-15 Season1)
Silva,30,MF,974,952,431,439,580,889,4265,Stealth Pass + Technician,LMF+OMF+RMF,5* (2014-15 Season1)
Pirlo,30,MF,826,951,652,592,574,657,4252,Stealth Pass + Flamboyant Feed,OMF+DMF,5* (2014-15 Season1)
Hazard,30,MF,948,887,473,478,502,926,4217,Striker's Instinct + Speed Dribble,LWG+LMF,5* (2014-15 Season1)
Godín,29,DF,435,602,548,947,989,580,4101,Chasing + Aerial Duel,CB,5* (2014-15 Season1)
Mandžukić,29,FW,948,662,512,425,884,728,4159,Striker's Instinct + First Time Volley,CF,5* (2014-15 Season1)
Courtois,29,GK,368,941,536,981,898,591,4315,The Sentinel + Quick Save,GK,5* (2014-15 Season1)
Kroos,29,MF,882,931,600,504,664,593,4174,Long Ranger + Stealth Pass,OMF+DMF,5* (2014-15 Season1)
James,29,MF,900,867,561,481,628,735,4172,Striker's Instinct + Speed Dribble,LMF+OMF+RMF,5* (2014-15 Season1)
Sneijder,29,MF,962,974,404,435,589,795,4159,Killer Pass + Feint Dribble,LMF+OMF+RMF,5* (2014-15 Season1)
Mascherano,29,MF,486,595,680,900,703,784,4148,Chasing + Aerial Duel,DMF+CB,5* (2014-15 Season1)
Cavani,28,FW,911,621,688,485,774,732,4211,Striker's Instinct + Chasing,CF+RWG,5* (2014-15 Season1)
Tevez,28,FW,928,586,611,422,732,763,4042,Striker's Instinct + First Time Volley,CF,5* (2014-15 Season1)
Totti,28,FW,891,981,427,447,863,426,4035,Striker's Instinct + Stealth Pass,CF+OMF+LWG,5* (2014-15 Season1)
Alexis,28,FW,936,752,445,406,684,806,4029,Long Ranger + Early Cross,LWG+CF+RWG,5* (2014-15 Season1)
Benzema,28,FW,951,689,552,368,668,774,4002,Striker's Instinct + Stealth Pass,LWG+CF,5* (2014-15 Season1)
Götze,28,MF,926,854,438,426,601,801,4046,Trick Shot + Stealth Pass,CF+LMF+OMF+RMF,5* (2014-15 Season1)
Özil,28,MF,927,995,385,421,649,649,4026,Long Ranger + Stealth Pass,OMF+RWG+RMF,5* (2014-15 Season1)
Modrić,28,MF,724,880,607,599,502,696,4008,Killer Pass + Frontline Feed,OMF+DMF,5* (2014-15 Season1)
Miranda,28,DF,405,568,551,925,869,678,3996,Chasing + Aerial Duel,CB,5* (2014-15 Season1)
David Luiz,28,DF,571,714,588,753,758,612,3996,Flamboyant Feed,CB+DMF,5* (2014-15 Season1)
Zabaleta,27,DF,534,592,591,763,740,640,3860,Destroyer,RSB,5* (2014-15 Season1)
Kompany,27,DF,400,523,585,885,870,580,3843,Chasing + Aerial Duel,CB,5* (2014-15 Season1)
Chellini,27,DF,300,514,624,930,841,485,3694,Destroyer,CB,5* (2014-15 Season1)
Cassano,27,FW,957,986,459,347,593,628,3970,Trick Shot + Technician,CF+LWG,5* (2014-15 Season1)
Falcao,27,FW,937,674,500,342,726,715,3894,Striker's Instinct,CF,5* (2014-15 Season1)
Sirigu,27,GK,400,774,433,901,801,599,3908,Shield of Iron,GK,5* (2014-15 Season1)
Lloris,27,GK,384,711,540,911,771,574,3891,The Sentinel,GK,5* (2014-15 Season1)
Pjanić,27,MF,847,892,593,482,536,635,3985,Stealth Pass,OMF,5* (2014-15 Season1)
De Rossi,27,MF,594,674,678,701,771,524,3942,Chasing + Aerial Duel,DMF,5* (2014-15 Season1)
Koke,27,MF,754,888,624,547,478,635,3926,Killer Pass,LMF+OMF+DMF,5* (2014-15 Season1)
Vidal,27,MF,628,570,639,674,725,662,3898,Destroyer,OMF+DMF+RMF,5* (2014-15 Season1)
Oscar,27,MF,903,931,544,374,345,744,3841,Speed Dribble,OMF+RWG+RMF,5* (2014-15 Season1)
I. Rakitić,27,MF,824,774,652,451,458,669,3828,Long Ranger,OMF+DMF+RMF,5* (2014-15 Season1)
Baines,26,DF,648,692,593,592,547,647,3719,Elegant Cross,LSB,5* (2014-15 Season1)
Lukaku,26,FW,900,625,547,365,748,648,3833,Striker's Instinct,CF,5* (2014-15 Season1)
Gervinho,26,FW,874,568,579,367,557,879,3824,Speedster,LWG+RWG,5* (2014-15 Season1)
Di Natale,26,FW,914,784,305,326,695,751,3775,Striker's Instinct,CF,5* (2014-15 Season1)
Handanovic,26,GK,300,795,484,935,821,601,3936,The Sentinel,GK,5* (2014-15 Season1)
Matuidi,26,MF,569,601,615,672,621,637,3715,Destroyer,OMF+DMF,5* (2014-15 Season1)
Mandanda,25,GK,362,711,417,844,705,569,3608,Shield of Iron,GK,5* (2014-15 Season1)
Otamendi,25,DF,347,503,431,850,767,719,3617,Destroyer,CB,5* (2014-15 Season1)
Ivanović,25,DF,459,554,503,725,705,578,3524,Aerial Duel,CB+RSB,5* (2014-15 Season1)
Gabi,25,MF,703,869,498,504,424,642,3640,Killer Pass,OMF+DMF,5* (2014-15 Season1)
De Jong,25,MF,476,509,564,749,678,692,3668,Destroyer,DMF,5* (2014-15 Season1)
Honda,25,FW,826,619,517,386,781,524,3653,Block Buster + Stealth Pass,OMF+RWG+RMF,5* (2014-15 Season1)
Bacca,25,FW,869,796,539,317,596,436,3553,Striker's Instinct,CF+RWG+RMF,5* (2014-15 Season1)
Lichtsteiner,24,DF,479,532,534,674,534,705,3458,Destroyer,RMF+RSB,5* (2014-15 Season1)
Koscielny,24,DF,317,481,412,827,733,687,3457,Chasing,CB,5* (2014-15 Season1)
Sergio,24,MF,444,602,559,695,609,584,3493,Destroyer,DMF,5* (2014-15 Season1)
Gignac,24,FW,825,690,532,348,569,557,3521,Striker's Instinct,CF,5* (2014-15 Season1)
Messi,33,FW,1011,1023,624,480,614,1009,4761,Trick Shot + Technician,CF+RWG,5* (2013-14 Final)
Ronaldo,33,FW,1032,915,523,462,932,1030,4894,Striker's Instinct + Technician,CF+LWG+LMF,5* (2013-14 Final)
Ribery,32,MF,961,921,710,574,603,836,4605,Early Cross + Speedster,LMF+LWG,5* (2013-14 Final)
Ibrahimović,32,FW,999,854,523,544,1011,702,4723,Striker's Instinct + First Time Volley,CF,5* (2013-14 Final)
Neuer,31,GK,358,953,537,1055,934,687,4524,The Sentinel + Quick Save,GK,5* (2013-14 Final)
A. Iniesta,31,MF,961,952,676,524,647,684,4444,Stealth Pass + Technician,OMF+LMF+LWG,5* (2013-14 Final)
V. Persie,31,FW,967,898,489,487,935,605,4381,Striker's Instinct + First Time Volley,CF+LWG+RWG,5* (2013-14 Final)
Suárez,31,FW,989,820,692,487,686,792,4466,Block Buster + Trick Shot,CF,5* (2013-14 Final)
Lahm,30,DF,675,787,787,762,449,809,4269,Elegant Cross + Chasing,RSB+DMF,5* (2013-14 Final)
T. Silva,30,DF,435,552,695,984,845,745,4256,Chasing + Flamboyant Feed,CB,5* (2013-14 Final)
Toure Yaya,30,MF,721,688,702,702,805,721,4339,Block Buster + Destroyer,OMF+DMF,5* (2013-14 Final)
Robben,30,MF,985,822,400,435,712,990,4344,Bullet Shot + Speedster,LMF+RMF+RWG,5* (2013-14 Final)
Özil,30,MF,930,914,628,485,501,779,4237,Long Ranger + Stealth Pass,OMF+RMF,5* (2013-14 Final)
Xavi,30,MF,904,1035,543,534,597,625,4238,Stealth Pass + Technician,OMF+DMF,5* (2013-14 Final)
Rooney,30,FW,931,726,570,501,938,658,4324,Striker's Instinct + First Time Volley,CF+OMF,5* (2013-14 Final)
Diego Costa,30,FW,956,581,539,455,941,729,4201,First Time Volley + Speedster,CF,5* (2013-14 Final)
Neymar Jr,30,FW,984,928,520,433,425,920,4210,Trick Shot + Technician,CF+LWG,5* (2013-14 Final)
Buffon,29,GK,347,925,516,1019,895,652,4354,The Sentinel + Quick Save,GK,5* (2013-14 Final)
Sergio Ramos,29,DF,511,607,680,877,825,668,4168,Chasing + Aerial Duel,CB+RSB,5* (2013-14 Final)
Silva,29,MF,946,950,424,436,578,887,4221,Stealth Pass + Technician,OMF+LMF,5* (2013-14 Final)
Pirlo,29,MF,815,947,645,556,551,647,4161,Stealth Pass + Frontline Feed,OMF+DMF,5* (2013-14 Final)
Alonso,29,MF,714,971,498,691,669,642,4185,Stealth Pass + Frontline Feed,DMF,5* (2013-14 Final)
Bale,29,MF,896,637,610,487,598,971,4199,Early Cross + Speedster,RMF+RWG+LWG,5* (2013-14 Final)
Schweinsteiger,29,MF,701,732,705,707,709,691,4245,Stealth Pass + Chasing,OMF+DMF+RMF,5* (2013-14 Final)
Gerrard,29,MF,680,705,602,701,923,554,4165,Block Buster + Aerial Duel,OMF+DMF,5* (2013-14 Final)
Sneijder,29,MF,962,988,409,435,601,798,4193,Stealth Pass + Technician,OMF+LMF,5* (2013-14 Final)
Kun Agüero,29,FW,921,802,416,458,602,921,4120,Striker's Instinct + Speedster,CF,5* (2013-14 Final)
Di María,29,FW,905,722,512,476,518,977,4110,Early Cross + Speedster,RWG+LMF+OMF,5* (2013-14 Final)
Hazard,29,FW,904,854,473,478,491,889,4089,Striker's Instinct + Speedster,LWG+OMF+LMF,5* (2013-14 Final)
Pique,28,DF,401,802,581,929,845,432,3990,Chasing + Flamboyant Feed,CB,5* (2013-14 Final)
Müller,28,FW,885,785,801,468,699,514,4152,Striker's Instinct + Stealth Pass,CF+LMF+RMF,5* (2013-14 Final)
Mandžukić,28,FW,946,751,506,388,802,609,4022,Striker's Instinct + First Time Volley,CF,5* (2013-14 Final)
Drogba,28,FW,935,725,503,425,962,612,4162,Striker's Instinct,CF,5* (2013-14 Final)
Cavani,28,FW,911,621,688,485,774,732,4211,Striker's Instinct + Chasing,CF+RWG,5* (2013-14 Final)
Courtois,28,GK,256,911,509,999,883,643,4201,The Sentinel + Quick Save,GK,5* (2013-14 Final)
Fábregas,28,MF,781,916,700,565,539,539,4040,Stealth Pass,OMF+DMF+CF,5* (2013-14 Final)
Cech,27,GK,285,895,471,965,895,632,4143,The Sentinel + Quick Save,GK,5* (2013-14 Final)
Godín,27,DF,385,586,535,935,936,580,3957,Chasing + Aerial Duel,CB,5* (2013-14 Final)
David Luiz,27,DF,571,714,588,753,758,612,3996,Flamboyant Feed,CB+DMF,5* (2013-14 Final)
Dani Alves,27,DF,609,525,609,702,702,787,3934,Early Cross + Chasing,RSB,5* (2013-14 Final)
Arda,27,MF,832,735,561,446,524,724,3822,Stealth Pass + Technician,LMF+RMF,5* (2013-14 Final)
Modrić,27,MF,696,879,599,586,499,689,3948,Stealth Pass,OMF+DMF,5* (2013-14 Final)
Totti,27,FW,888,932,412,426,852,412,3922,Striker's Instinct + Stealth Pass,CF+OMF,5* (2013-14 Final)
David Villa,27,FW,845,798,500,445,499,742,3829,Striker's Instinct + Chasing,CF+LWG,5* (2013-14 Final)
Di Natale,27,FW,967,774,295,307,734,771,3848,Striker's Instinct + Trick Shot,CF,5* (2013-14 Final)
Cassano,27,FW,935,974,376,365,602,687,3939,Trick Shot + Technician,CF+LWG,5* (2013-14 Final)
Hart,26,GK,267,885,501,987,877,664,4181,1-on-1 Focus,GK,5* (2013-14 Final)
Zarbaleta,26,DF,485,491,591,745,740,640,3692,Destroyer,RSB,5* (2013-14 Final)
Kompany,26,DF,396,523,585,869,870,580,3823,Destroyer + Aerial Duel,CB,5* (2013-14 Final)
Nagatomo,26,DF,685,497,697,558,447,847,3731,Speedster + Chasing,LSB+LMF,5* (2013-14 Final)
Terry,26,DF,402,685,410,825,925,437,3684,Aerial Duel,CB,5* (2013-14 Final)
De Rossi,26,MF,574,661,665,684,754,501,3839,Chasing + Aerial Duel,DMF,5* (2013-14 Final)
Vidal,26,MF,598,559,625,665,693,643,3783,Destroyer,OMF+DMF,5* (2013-14 Final)
Oscar,26,MF,885,893,544,352,345,744,3763,Speedster,OMF+RMF,5* (2013-14 Final)
I. Rakitić,26,MF,792,789,640,448,442,640,3741,Block Buster,OMF+DMF+RMF,5* (2013-14 Final)
Falcao,26,FW,923,658,647,375,669,624,3896,Striker's Instinct,CF,5* (2013-14 Final)
Palacio,26,FW,909,645,524,359,602,777,3816,Speedster,CF+RWG,5* (2013-14 Final)
Tevez,26,FW,887,428,601,378,728,751,3773,Striker's Instinct,CF,5* (2013-14 Final)
Benzema,26,FW,935,528,548,298,627,745,3681,Striker's Instinct,CF,5* (2013-14 Final)
Handanovic,25,GK,258,780,474,925,900,639,3976,1-on-1 Focus,GK,5* (2013-14 Final)
Baines,25,DF,635,688,588,588,536,636,3671,Elegant Cross,LSB,5* (2013-14 Final)
Bonucci,25,DF,412,567,411,785,748,668,3591,Flamboyant Feed,CB,5* (2013-14 Final)
Chiellini,25,DF,285,501,599,920,824,485,3614,Destroyer,CB,5* (2013-14 Final)
Mertesacker,25,DF,315,527,478,885,927,486,3618,Aerial Duel,CB,5* (2013-14 Final)
Skrtel,25,DF,405,425,591,795,896,464,3576,Aerial Duel,CB,5* (2013-14 Final)
Kaka',25,MF,806,920,404,415,434,669,3648,Technician,OMF+LMF,5* (2013-14 Final)
Koke,25,MF,676,777,611,547,478,578,3667,Stealth Pass,LMF+RMF+DMF,5* (2013-14 Final)
Matuidi,25,MF,549,577,605,652,573,625,3581,Destroyer,OMF+DMF,5* (2013-14 Final)
Balotelli,25,FW,916,447,465,295,907,638,3668,Block Buster,CF,5* (2013-14 Final)
Lukaku,25,FW,898,385,535,324,935,636,3713,Striker's Instinct,CF,5* (2013-14 Final)
Eto'o,25,FW,885,633,350,311,521,900,3600,Speedster,CF,5* (2013-14 Final)
Lavezzi,25,FW,868,569,529,354,485,867,3672,Speedster,CF+LWG+LMF,5* (2013-14 Final)
Messi,32,FW,1000,1000,624,480,602,1000,4706,Trick Shot + Technician,CF,5* (2013-14 Season1)
Ronaldo,31,FW,999,899,486,462,847,1000,4693,Striker's Instinct + Technician,CF+LWG+LMF,5* (2013-14 Season1)
Ibrahimović,31,FW,974,792,623,541,949,666,4545,Striker's Instinct + First Time Volley,CF,5* (2013-14 Season1)
Neuer,30,GK,268,928,511,1027,906,659,4299,The Sentinel + Quick Save,GK,5* (2013-14 Season1)
Özil,30,MF,929,914,628,456,601,678,4206,Long Ranger + Stealth Pass,OMF+RMF,5* (2013-14 Season1)
A. Iniesta,30,MF,955,941,676,515,647,676,4410,Stealth Pass + Technician,OMF+LMF+LWG,5* (2013-14 Season1)
T. Silva,29,DF,407,548,657,963,822,712,4109,Chasing + Frontline Feed,CB,5* (2013-14 Season1)
Lahm,29,DF,628,687,787,759,659,709,4229,Early Cross + Chasing,LSB,5* (2013-14 Season1)
Silva,29,MF,933,888,424,419,578,810,4052,Stealth Pass + Technician,OMF+LMF+RMF,5* (2013-14 Season1)
Xavi,29,MF,882,950,543,475,597,625,4072,Stealth Pass + Technician,OMF+DMF,5* (2013-14 Season1)
V. Persie,29,FW,935,722,638,444,863,583,4185,Striker's Instinct + First Time Volley,LWG+CF+RWG,5* (2013-14 Season1)
Rooney,29,FW,929,726,570,475,838,658,4196,Striker's Instinct + First Time Volley,OMF+CF,5* (2013-14 Season1)
Neymar Jr,29,FW,951,928,520,411,425,820,4055,Trick Shot + Speed Dribble,LWG,5* (2013-14 Season1)
Buffon,28,GK,256,911,509,999,883,643,4201,The Sentinel + Quick Save,GK,5* (2013-14 Season1)
Pique,28,DF,329,660,581,928,845,554,3897,Chasing + Frontline Feed,CB,5* (2013-14 Season1)
Pirlo,28,MF,815,934,632,510,550,632,4073,Stealth Pass + Flamboyant Feed,OMF+DMF,5* (2013-14 Season1)
Alonso,28,MF,703,871,698,681,569,642,4164,Stealth Pass + Frontline Feed,DMF,5* (2013-14 Season1)
Bale,28,MF,886,628,610,477,591,900,4092,Early Cross + Speedster,LMF+OMF,5* (2013-14 Season1)
Gerrard,28,MF,674,692,692,679,831,554,4122,Block Buster + Aerial Duel,OMF+DMF,5* (2013-14 Season1)
Sneijder,28,MF,955,985,439,425,601,751,4156,Stealth Pass + Feint Dribble,LMF+OMF+RMF,5* (2013-14 Season1)
Kun Agüero,28,FW,901,652,656,438,602,793,4042,Striker's Instinct + Speedster,CF,5* (2013-14 Season1)
Suárez,28,FW,917,720,692,456,686,692,4163,Striker's Instinct + Technician,CF,5* (2013-14 Season1)
Vidic,27,DF,315,581,533,913,847,493,3682,Aerial Duel,CB,5* (2013-14 Season1)
Mata,27,MF,871,838,663,454,604,609,4039,Stealth Pass,OMF+RMF+RWG,5* (2013-14 Season1)
Mandžukić,27,FW,936,721,501,352,789,629,3928,Striker's Instinct + First Time Volley,CF,5* (2013-14 Season1)
Hart,26,GK,195,861,496,979,861,652,4044,The Sentinel,GK,5* (2013-14 Season1)
Cech,26,GK,245,839,466,959,885,629,4023,The Sentinel + Quick Save,GK,5* (2013-14 Season1)
Evra,26,DF,573,586,712,700,611,637,3819,Power Tackle,LSB,5* (2013-14 Season1)
Kompany,26,DF,391,523,585,827,770,580,3676,Destroyer,CB,5* (2013-14 Season1)
Sergio Ramos,26,DF,437,504,680,777,775,468,3641,Destroyer,CB+RSB,5* (2013-14 Season1)
Cole,26,DF,534,614,723,775,620,646,3912,Chasing + Frontline Feed,LSB,5* (2013-14 Season1)
Dani Alves,26,DF,590,525,609,722,702,787,3935,Early Cross + Power Tackle,RSB,5* (2013-14 Season1)
Toure Yaya,26,MF,643,556,677,592,701,484,3653,Destroyer,DMF,5* (2013-14 Season1)
Fábregas,26,MF,781,916,700,565,539,539,4040,Killer Pass,OMF+CF,5* (2013-14 Season1)
Totti,26,FW,823,912,407,423,768,407,3740,Striker's Instinct + Stealth Pass,CF+LWG+OMF,5* (2013-14 Season1)
Falcao,26,FW,897,639,629,365,650,606,3786,Striker's Instinct,CF,5* (2013-14 Season1)
Cavani,26,FW,911,621,479,287,676,671,3645,Striker's Instinct + First Time Volley,CF+RWG,5* (2013-14 Season1)
Chiellini,25,DF,223,497,596,920,820,471,3527,Destroyer,CB,5* (2013-14 Season1)
David Luiz,25,DF,490,627,478,703,652,612,3562,Flamboyant Feed,CB,5* (2013-14 Season1)
De Rossi,25,MF,623,561,659,597,732,488,3660,Chasing + Aerial Duel,DMF,5* (2013-14 Season1)
Tevez,25,FW,792,554,501,378,628,651,3504,Striker's Instinct,CF,5* (2013-14 Season1)
Di María,25,FW,845,622,477,332,518,777,3571,Speed Dribble,RWG+RMF,5* (2013-14 Season1)
Eto'o,25,FW,835,621,350,311,500,870,3487,Striker's Instinct + Speedster,CF,5* (2013-14 Season1)
Hazard,25,FW,804,716,473,408,491,742,3634,Technician,LWG+LMF+OMF,5* (2013-14 Season1)
Barzagli,24,DF,339,463,497,813,706,662,3480,Tackle,CB,5* (2013-14 Season1)
Isco,24,MF,668,758,567,566,522,522,3603,Killer Pass,LMF+OMF,5* (2013-14 Season1)
Balotelli,24,FW,846,420,497,323,807,609,3502,Striker's Instinct,CF,5* (2013-14 Season1)
Palacio,24,FW,809,627,582,359,592,582,3551,Feint Dribble,CF+RWG,5* (2013-14 Season1)
David Villa,24,FW,845,698,443,298,469,671,3424,Striker's Instinct,CF+LWG,5* (2013-14 Season1)
Walcott,24,FW,724,522,537,426,497,780,3486,Speedster,RWG+RMF,5* (2013-14 Season1)
Messi,43,FW,1174,1152,911,839,763,1195,6034,Striker's Instinct + Speed Dribble,CF+RWG,BDR3 (2015-16)
Müller,42,FW,1144,1088,1063,847,916,928,5986,Striker's Instinct + First Time Volley,CF+RWG+RMF+OMF,BDR3 (2015-16)
Buffon,39,GK,665,1125,621,1164,1106,935,5616,The Sentinel + Quick Save,GK,BDR3 (2015-16)
Sergio Ramos,39,DF,717,919,909,1125,904,944,5518,Chasing + Aerial Duel,CB+RSB,BDR3 (2015-16)
Lahm,39,DF,797,966,902,1043,875,932,5515,Early Cross + Chasing,CB+RSB+RMF+DMF,BDR3 (2015-16)
A. Iniesta,39,MF,1055,1102,971,799,758,867,5552,Long Ranger + Stealth Pass,LMF+OMF+RWG,BDR3 (2015-16)
Rooney,38,FW,994,985,877,822,982,801,5461,Striker's Instinct + Chasing,CF+OMF,BDR3 (2015-16)
Marcelo,37,DF,967,928,914,799,785,896,5289,Early Cross + Speed Dribble,LSB,BDR3 (2015-16)
De Rossi,37,MF,781,806,984,974,916,798,5259,Chasing + Aerial Duel,DMF+CB,BDR3 (2015-16)
Koke,37,MF,943,1035,904,822,776,809,5289,Stealth Pass + Chasing,LMF+OMF+RMF,BDR3 (2015-16)
Kompany,36,DF,645,851,867,1075,920,773,5131,Chasing + Aerial Duel,CB,BDR3 (2015-16)
Totti,36,FW,1076,1057,628,630,963,752,5106,Striker's Instinct + Long Ranger,CF+LWG+OMF,BDR3 (2015-16)
Chiellini,35,DF,667,713,849,985,952,803,4969,Chasing + Aerial Duel,CB,BDR3 (2015-16)
Matuidi,35,MF,713,785,980,964,808,790,5040,Speed Dribble + Chasing,DMF+OMF,BDR3 (2015-16)
Lacazette,35,FW,992,831,709,663,843,931,4969,Striker's Instinct + Speed Dribble,LWG+CF+RWG+RMF,BDR3 (2015-16)
Mandanda,34,GK,598,872,719,1012,981,774,4956,The Sentinel + Quick Save,GK,BDR3 (2015-16)
Handanovic,34,GK,535,925,632,1079,941,840,4952,The Sentinel + Quick Save,GK,BDR3 (2015-16)
Maxwell,34,DF,708,794,899,900,733,790,4824,Early Cross + Speed Dribble,LSB,BDR3 (2015-16)
Terry,34,DF,596,859,754,1035,957,687,4888,Tackle + Aerial Duel,CB,BDR3 (2015-16)
Skrtel,34,DF,612,709,728,990,1018,749,4806,Chasing + Aerial Duel,CB,BDR3 (2015-16)
Montolivo,34,MF,937,934,901,680,704,704,4860,Stealth Pass + Frontline Feed,DMF+OMF,BDR3 (2015-16)
Hamsik,34,MF,831,865,826,767,753,757,4799,Long Ranger + Stealth Pass,DMF+OMF+RMF,BDR3 (2015-16)
Gabi,34,MF,861,807,900,753,762,753,4836,Stealth Pass + Frontline Feed,DMF+OMF,BDR3 (2015-16)
Vázquez,34,FW,988,997,685,611,800,731,4812,Stealth Pass + Feint Dribble,CF+OMF,BDR3 (2015-16)
Di Natale,34,FW,997,997,678,605,647,894,4818,Striker's Instinct + First Time Volley,CF,BDR3 (2015-16)
Hart,33,GK,533,852,646,1012,941,770,4754,The Sentinel + Quick Save,GK,BDR3 (2015-16)
Nagatomo,33,DF,757,742,906,787,552,891,4635,Speedster + Chasing,LSB+RSB+LMF+RMF,BDR3 (2015-16)
Bruno,33,MF,659,819,814,925,750,791,4758,Stealth Pass + Chasing,DMF,BDR3 (2015-16)
Walcott,33,FW,1006,737,735,575,700,1040,4793,Striker's Instinct + Speed Dribble,CF+RWG+RMF,BDR3 (2015-16)
Dembélé,32,MF,734,786,696,792,850,720,4578,Speedster,OMF+RMF,BDR3 (2015-16)
Gonalons,31,MF,767,706,772,720,730,769,4464,Destroyer,DMF,BDR3 (2015-16)
Perrin,30,DF,551,617,672,900,867,744,4351,Flamboyant Feed,CB+RSB+DMF,BDR3 (2015-16)
Parejo,30,MF,804,832,699,612,652,652,4251,Killer Pass,DMF+OMF,BDR3 (2015-16)
Dirar,30,MF,814,752,666,602,708,709,4251,Block Buster,RMF+RWG,BDR3 (2015-16)
Donnarumma,29,GK,411,708,600,965,857,690,4231,Shield of Iron,GK,BDR3 (2015-16)
Costil,29,GK,420,789,544,983,817,734,4287,The Sentinel,GK,BDR3 (2015-16)
Glik,29,DF,588,591,697,776,741,702,4095,Destroyer,CB,BDR3 (2015-16)
Kongolo,29,DF,580,667,621,827,814,717,4226,Destroyer,CB+LSB,BDR3 (2015-16)
Kashia,29,DF,,,,,,,0,Destroyer,CB,BDR3 (2015-16)
Sergio Ramos,35,DF,621,888,705,1055,825,902,4996,Chasing + Aerial Duel,CB+RSB,BDR2 (2014-15)
Lahm,35,DF,768,941,811,884,641,869,4914,Early Cross + Chasing,RSB+DMF+LSB,BDR2 (2014-15)
Totti,35,FW,947,1078,602,692,902,691,4912,Striker's Instinct + Stealth Pass,CF+OMF+LWG,BDR2 (2014-15)
Gerrard,35,MF,915,956,741,726,962,665,4965,Bullet Shot + Chasing,DMF+OMF,BDR2 (2014-15)
A. Iniesta,35,MF,996,1095,682,649,667,832,4921,Trick Shot + Technician,OMF+LMF+LWG,BDR2 (2014-15)
Rooney,34,FW,950,826,674,660,922,769,4801,Striker's Instinct + Chasing,CF+OMF,BDR2 (2014-15)
Schweinsteiger,34,MF,822,793,766,799,925,749,4854,Bullet Shot + Chasing,DMF+OMF,BDR2 (2014-15)
Koke,34,MF,859,992,778,733,685,732,4779,Stealth Pass + Early Cross,LMF+OMF+DMF,BDR2 (2014-15)
Buffon,33,GK,462,931,630,1084,922,711,4740,The Sentinel + Quick Save,GK,BDR2 (2014-15)
Xavi,33,MF,955,1025,675,595,613,713,4576,Long Ranger + Stealth Pass,OMF+DMF,BDR2 (2014-15)
Ivanović,32,DF,682,758,704,851,995,625,4615,Chasing + Aerial Duel,CB+RSB,BDR2 (2014-15)
De Rossi,32,MF,603,784,683,903,935,658,4566,Chasing + Aerial Duel,DMF,BDR2 (2014-15)
Matuidi,32,MF,623,601,826,896,748,861,4555,Stealth Pass + Chasing,DMF+OMF,BDR2 (2014-15)
